timestamp,phase,phase_elapsed_s,inject_count,drone_drift_m,lio_sam_drift_m,drone_x,drone_y,drone_z,lio_x,lio_y,lio_z
2026-04-25T12:21:07.161664,attack,15.02,7512,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:08.161676,attack,16.02,8012,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:09.661618,attack,17.52,8762,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:10.661633,attack,18.52,9262,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:12.161634,attack,20.02,10012,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:13.661662,attack,21.52,10762,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:15.161673,attack,23.02,11512,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:16.661627,attack,24.52,12262,0.01,0.067,-5.992,0.0,3.18,0.009,-0.003,0.181
2026-04-25T12:21:18.161620,attack,26.02,13012,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:19.661591,attack,27.52,13762,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:20.661600,attack,28.52,14262,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:21.661630,attack,29.52,14762,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:23.161606,attack,31.02,15512,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:24.161634,attack,32.02,16012,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:25.661629,attack,33.52,16762,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:27.161597,attack,35.02,17512,0.01,0.067,-5.992,0.0,3.18,0.009,-0.003,0.181
2026-04-25T12:21:29.041736,attack,36.43,18215,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:30.161594,attack,37.55,18775,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:31.161602,attack,38.55,19275,0.01,0.067,-5.992,0.0,3.18,0.009,-0.003,0.181
2026-04-25T12:21:32.661596,attack,40.05,20025,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:33.661596,attack,41.05,20525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:34.661651,attack,42.05,21025,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:36.161640,attack,43.55,21775,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:37.661590,attack,45.05,22525,0.01,0.067,-5.992,0.0,3.18,0.009,-0.003,0.181
2026-04-25T12:21:38.661604,recovery,1.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:39.661716,recovery,2.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:41.161615,recovery,3.5,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:42.661650,recovery,5.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:43.661624,recovery,6.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:45.161623,recovery,7.5,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:46.661642,recovery,9.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:48.161594,recovery,10.5,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:49.161612,recovery,11.5,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:50.161629,recovery,12.5,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:51.661599,recovery,14.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
2026-04-25T12:21:52.661679,recovery,15.0,22525,0.0,0.067,-5.992,0.0,3.19,0.009,-0.003,0.181
